document_ids,sentence_ids,sentences,event_type_ids,words,unique_words,entities,message_ids
d2b256945da96b92915adec7b523f11a,10,Speransky's role increased greatly in 1808.,37,"['Speranskys', 'role', 'increase', 'greatly']","['Speranskys', 'greatly', 'role', 'increase']","[('Speransky', 'PERSON'), ('1808', 'DATE')]",d2b256945da96b92915adec7b523f11a_10
d2b256945da96b92915adec7b523f11a,22,Any slaves and serfs from all countries were to become free in Russia immediately.,126,"['slave', 'serf', 'country', 'become', 'free', 'Russia', 'immediately']","['serf', 'Russia', 'immediately', 'slave', 'free', 'country', 'become']","[('Russia', 'GPE')]",d2b256945da96b92915adec7b523f11a_22
d2b256945da96b92915adec7b523f11a,32,(The small Ordain of Russian knights for exception of its active member Alexander von Benckendorff also joined the Union of Prosperity together with the members of the Union of Salvation.),49,"['small', 'ordain', 'russian', 'knight', 'exception', 'active', 'member', 'Alexander', 'von', 'Benckendorff', 'also', 'join', 'Union', 'Prosperity', 'together', 'member', 'Union', 'Salvation']","['small', 'Prosperity', 'russian', 'Union', 'ordain', 'active', 'von', 'join', 'member', 'also', 'knight', 'Salvation', 'exception', 'Alexander', 'Benckendorff', 'together']","[('Russian', 'NORP'), ('Alexander von Benckendorff', 'PERSON'), ('the Union of Prosperity', 'ORG'), ('the Union of Salvation', 'ORG')]",d2b256945da96b92915adec7b523f11a_32
d2b256945da96b92915adec7b523f11a,14,The abolition of serfdom in Baltic provinces was in 1816–1819.,95,"['abolition', 'serfdom', 'baltic', 'province', '1816–1819']","['serfdom', '1816–1819', 'abolition', 'baltic', 'province']","[('Baltic', 'NORP')]",d2b256945da96b92915adec7b523f11a_14
d2b256945da96b92915adec7b523f11a,19,The most correct name for Decembrists could be Russian Americanophiles.,69,"['correct', 'name', 'Decembrists', 'could', 'Russian', 'Americanophiles']","['Decembrists', 'correct', 'name', 'Russian', 'Americanophiles', 'could']","[('Decembrists', 'ORG'), ('Russian Americanophiles', 'NORP')]",d2b256945da96b92915adec7b523f11a_19
d2b256945da96b92915adec7b523f11a,34,"Two groups, however, continued to function secretly: a Southern Society, based at Tulchin, a small garrison town in Ukraine, in which Pestel was the outstanding figure, and a Northern Society, based at St Petersburg, led by Guard officers Nikita Muraviev, Prince S. P. Trubetskoy and Prince Eugene Obolensky.",90,"['two', 'group', 'however', 'continue', 'function', 'secretly', 'Southern', 'Society', 'base', 'Tulchin', 'small', 'garrison', 'town', 'Ukraine', 'Pestel', 'outstanding', 'figure', 'Nohern', 'Society', 'base', 'St', 'Petersburg', 'lead', 'Guard', 'officer', 'Nikita', 'Muraviev', 'Prince', 'Trubetskoy', 'Prince', 'Eugene', 'Obolensky']","['Nikita', 'group', 'outstanding', 'Prince', 'Southern', 'figure', 'Nohern', 'Eugene', 'however', 'Guard', 'lead', 'officer', 'small', 'Obolensky', 'Pestel', 'garrison', 'Tulchin', 'function', 'two', 'base', 'Society', 'Ukraine', 'Muraviev', 'Petersburg', 'continue', 'town', 'Trubetskoy', 'St', 'secretly']","[('Two', 'CARDINAL'), ('a Southern Society', 'ORG'), ('Tulchin', 'ORG'), ('Ukraine', 'GPE'), ('Pestel', 'ORG'), ('a Northern Society', 'ORG'), ('St Petersburg', 'GPE'), ('Nikita Muraviev', 'PERSON'), ('Prince Eugene Obolensky', 'PERSON')]",d2b256945da96b92915adec7b523f11a_34
d2b256945da96b92915adec7b523f11a,38,"Its never written program was similar to that of the Southern Society but the main emphasis was on the equal federation of Russia (including Ukraine), Poland, Moldova (including Bessarabia) with the attachment of Valahia, Transilvania, Hungary (including Slovakia, Slovenia, Voevodina, Kraina), Croatia, Serbia, Dalmatia, Cheske, Moravia i.e., all Slavic countries with the exception of Bulgaria and Macedonia in the future.",82,"['never', 'write', 'program', 'similar', 'Southern', 'Society', 'main', 'emphasis', 'equal', 'federation', 'Russia', 'include', 'Ukraine', 'Poland', 'Moldova', 'include', 'Bessarabia', 'attachment', 'Valahia', 'Transilvania', 'Hungary', 'include', 'Slovakia', 'Slovenia', 'Voevodina', 'Kraina', 'Croatia', 'Serbia', 'Dalmatia', 'Cheske', 'Mora', 'ie', 'slavic', 'country', 'exception', 'Bulgaria', 'Macedonia', 'future']","['Bessarabia', 'Transilvania', 'Voevodina', 'Mora', 'attachment', 'Hungary', 'similar', 'Southern', 'Serbia', 'Russia', 'Poland', 'Croatia', 'Cheske', 'write', 'never', 'Kraina', 'include', 'emphasis', 'equal', 'program', 'Bulgaria', 'exception', 'Moldova', 'country', 'Macedonia', 'Dalmatia', 'Slovenia', 'Society', 'Ukraine', 'federation', 'ie', 'Valahia', 'future', 'Slovakia', 'slavic', 'main']","[('the Southern Society', 'ORG'), ('Russia', 'GPE'), ('Ukraine', 'GPE'), ('Poland', 'GPE'), ('Moldova', 'GPE'), ('Bessarabia', 'ORG'), ('Valahia', 'GPE'), ('Transilvania', 'GPE'), ('Hungary', 'GPE'), ('Slovakia', 'GPE'), ('Slovenia', 'GPE'), ('Voevodina', 'GPE'), ('Kraina', 'GPE'), ('Croatia', 'GPE'), ('Serbia', 'GPE'), ('Dalmatia', 'GPE'), ('Cheske', 'PERSON'), ('Moravia', 'GPE'), ('Slavic', 'NORP'), ('Bulgaria', 'GPE'), ('Macedonia', 'GPE')]",d2b256945da96b92915adec7b523f11a_38
d2b256945da96b92915adec7b523f11a,8,The major advocate for reform in Alexander's regime was Count Mikhail Mikhailovich Speransky.,134,"['major', 'advocate', 'reform', 'alexander', 'regime', 'Count', 'Mikhail', 'Mikhailovich', 'Speransky']","['advocate', 'Count', 'Mikhailovich', 'regime', 'Mikhail', 'reform', 'Speransky', 'major', 'alexander']","[('Alexander', 'PERSON'), ('Count Mikhail Mikhailovich Speransky', 'PERSON')]",d2b256945da96b92915adec7b523f11a_8
d2b256945da96b92915adec7b523f11a,37,The Society of United Slavs (also known as the Slavic Union) was established in Novograd-Volynsky in the Ukraine in 1823.,60,"['society', 'United', 'Slavs', 'also', 'know', 'Slavic', 'Union', 'establish', 'NovogradVolynsky', 'Ukraine']","['establish', 'United', 'society', 'Union', 'also', 'Ukraine', 'NovogradVolynsky', 'know', 'Slavs', 'Slavic']","[('The Society of United Slavs', 'ORG'), ('the Slavic Union', 'ORG'), ('Novograd-Volynsky', 'ORG'), ('Ukraine', 'GPE'), ('1823', 'DATE')]",d2b256945da96b92915adec7b523f11a_37
10bea765ff2b3371ab98b78e59791530,2,Both people aboard the aircraft were killed in the accident: New York Yankees pitcher Cory Lidle and his certified flight instructor Tyler Stanger.,20,"['people', 'aboard', 'aircraft', 'kill', 'accident', 'New', 'York', 'Yankees', 'pitcher', 'Cory', 'Lidle', 'ceifie', 'flight', 'instructor', 'Tyler', 'Stanger']","['Stanger', 'people', 'Yankees', 'kill', 'aircraft', 'pitcher', 'flight', 'ceifie', 'Tyler', 'aboard', 'New', 'Cory', 'York', 'instructor', 'Lidle', 'accident']","[('New York', 'GPE'), ('Yankees', 'ORG'), ('Cory Lidle', 'PERSON'), ('Tyler Stanger', 'PERSON')]",10bea765ff2b3371ab98b78e59791530_2
10bea765ff2b3371ab98b78e59791530,3,"Twenty-one people were injured, including eleven firefighters.",34,"['twentyone', 'people', 'injure', 'include', 'eleven', 'firefighter']","['people', 'twentyone', 'eleven', 'injure', 'include', 'firefighter']","[('Twenty-one', 'CARDINAL'), ('eleven', 'QUANTITY')]",10bea765ff2b3371ab98b78e59791530_3
1f3a822f4e859dfce62cd51e037d36df,3,"Although the resistance was largely defeated by German forces, guerrilla operations continued until the Soviet Army, Czechoslovak Army and Romanian Army liberated Fascist Slovakia in 1945.",21,"['although', 'resistance', 'largely', 'defeat', 'german', 'force', 'guerrilla', 'operation', 'continue', 'Soviet', 'Army', 'Czechoslovak', 'Army', 'Romanian', 'Army', 'liberate', 'Fascist', 'Slovakia']","['defeat', 'although', 'Czechoslovak', 'guerrilla', 'resistance', 'operation', 'largely', 'Soviet', 'force', 'Fascist', 'Army', 'Slovakia', 'Romanian', 'continue', 'german', 'liberate']","[('German', 'NORP'), ('the Soviet Army', 'ORG'), ('Czechoslovak Army', 'ORG'), ('Romanian Army', 'ORG'), ('Fascist Slovakia', 'GPE'), ('1945', 'DATE')]",1f3a822f4e859dfce62cd51e037d36df_3
1f3a822f4e859dfce62cd51e037d36df,9,"Yet the participants and supporters of the Uprising represented every religion, class, age, and anti-Nazi political faction of the Slovak nation.",54,"['yet', 'paicipant', 'suppoer', 'uprising', 'represent', 'every', 'religion', 'class', 'age', 'antinazi', 'political', 'faction', 'slovak', 'nation']","['yet', 'political', 'uprising', 'religion', 'slovak', 'faction', 'age', 'suppoer', 'every', 'paicipant', 'class', 'antinazi', 'nation', 'represent']","[('anti-Nazi', 'NORP'), ('Slovak', 'NORP')]",1f3a822f4e859dfce62cd51e037d36df_9
1f3a822f4e859dfce62cd51e037d36df,8,"Given this factionalization, the Uprising did not have unambiguous popular support.",42,"['give', 'factionalization', 'Uprising', 'unambiguous', 'popular', 'suppo']","['factionalization', 'unambiguous', 'give', 'popular', 'suppo', 'Uprising']",[],1f3a822f4e859dfce62cd51e037d36df_8
6fffcdc405561e3c77740bd073386a95,2,"The Comoros archipelago in the Indian Ocean has had a fractious history since independence from France in 1975, experiencing more than 20 coups or attempted coups.",96,"['Comoros', 'archipelago', 'Indian', 'Ocean', 'fractious', 'history', 'since', 'independence', 'France', 'experience', 'coup', 'attempt', 'coup']","['fractious', 'archipelago', 'experience', 'independence', 'Comoros', 'history', 'since', 'coup', 'Indian', 'Ocean', 'France', 'attempt']","[('Comoros', 'GPE'), ('the Indian Ocean', 'LOC'), ('France', 'GPE'), ('1975', 'DATE'), ('more than 20', 'CARDINAL')]",6fffcdc405561e3c77740bd073386a95_2
e5ccadc5741e2a6f95ebd53e03699781,13,The bombing has been dramatised in literature and film.,23,"['bombing', 'dramatise', 'literature', 'film']","['dramatise', 'bombing', 'film', 'literature']",[],e5ccadc5741e2a6f95ebd53e03699781_13
5a489a70e8e85b0c6ec4eeb1a026e1f2,1,"The Yemenia Yemen Airways Boeing 727-2N8 departed Sana'a International Airport bound for a stopover at Taiz-Al Janad Airport, Ta'izz.",94,"['Yemenia', 'Yemen', 'Airways', 'Boeing', '7272n8', 'depae', 'Sanaa', 'International', 'Airpo', 'bind', 'stopover', 'TaizAl', 'Janad', 'Airpo', 'Taizz']","['Sanaa', 'Yemen', 'depae', '7272n8', 'Janad', 'bind', 'Airpo', 'International', 'stopover', 'Yemenia', 'Taizz', 'TaizAl', 'Airways', 'Boeing']","[('The Yemenia Yemen Airways Boeing', 'ORG'), ('727-2N8', 'PRODUCT'), (""Sana'a International Airport"", 'FAC'), ('Taiz-Al Janad Airport', 'FAC')]",5a489a70e8e85b0c6ec4eeb1a026e1f2_1
5a489a70e8e85b0c6ec4eeb1a026e1f2,5,The flight crew convinced the hijacker to first divert to Djibouti to refuel.,115,"['flight', 'crew', 'convince', 'hijacker', 'first', 'dive', 'Djibouti', 'refuel']","['Djibouti', 'refuel', 'flight', 'convince', 'first', 'crew', 'hijacker', 'dive']","[('Djibouti', 'GPE')]",5a489a70e8e85b0c6ec4eeb1a026e1f2_5
5a489a70e8e85b0c6ec4eeb1a026e1f2,2,"The passengers included the United States Ambassador to Yemen Barbara Bodine, US Deputy Chief of Mission to Yemen, and the Yemeni Ambassador to the US.",30,"['passenger', 'include', 'United', 'States', 'Ambassador', 'Yemen', 'Barbara', 'Bodine', 'US', 'Deputy', 'Chief', 'Mission', 'Yemen', 'yemeni', 'Ambassador', 'US']","['States', 'passenger', 'United', 'Barbara', 'Bodine', 'Mission', 'Chief', 'Yemen', 'Deputy', 'US', 'yemeni', 'Ambassador', 'include']","[('United States', 'GPE'), ('Yemen', 'GPE'), ('Barbara Bodine', 'PERSON'), ('US', 'GPE'), ('Yemen', 'GPE'), ('Yemeni', 'NORP'), ('US', 'GPE')]",5a489a70e8e85b0c6ec4eeb1a026e1f2_2
5a489a70e8e85b0c6ec4eeb1a026e1f2,4,"In addition to his gun, he claimed to have explosives hidden in his suitcase.",36,"['addition', 'gun', 'claim', 'explosive', 'hide', 'suitcase']","['suitcase', 'hide', 'explosive', 'claim', 'addition', 'gun']",[],5a489a70e8e85b0c6ec4eeb1a026e1f2_4
341864fecc6121e1ab4d5c1138ed7e66,4,Only 12 of the victims were initially identified.,18,"['victim', 'initially', 'identify']","['victim', 'identify', 'initially']","[('Only 12', 'CARDINAL')]",341864fecc6121e1ab4d5c1138ed7e66_4
2285b00b88a1a1018921a993fcf8c474,1,"It was primarily aimed at police stations in Glina and Kozibrod, as well as police-held positions in a string of villages between the town of Dvor and Kozibrod.",98,"['primarily', 'aim', 'police', 'station', 'Glina', 'Kozibrod', 'well', 'policeheld', 'position', 'stre', 'village', 'town', 'Dvor', 'Kozibrod']","['position', 'primarily', 'station', 'stre', 'aim', 'village', 'Dvor', 'policeheld', 'Kozibrod', 'Glina', 'well', 'town', 'police']","[('Glina', 'LOC'), ('Kozibrod', 'PERSON'), ('Dvor', 'GPE'), ('Kozibrod', 'PERSON')]",2285b00b88a1a1018921a993fcf8c474_1
dbf00af28f3e64bf7661c480e7b56713,3,"The conspirators included: Ma Anand Sheela; Sally-Anne Croft, Chief Financial Officer of Rajneeshpuram; Susan Hagan, head of security at Rajneeshpuram; Catherine Jane Stork, who bought weapons and silencers and volunteered to be the actual murderer; Ann Phyllis McCarthy, fourth-in-command of Rajneeshpuram; and co-conspirators Alma Potter, Carol Matthews, Phyllis Caldwell, and Richard Kevin Langford.",30,"['conspirator', 'include', 'Anand', 'Sheela', 'SallyAnne', 'Croft', 'Chief', 'Financial', 'Officer', 'Rajneeshpuram', 'Susan', 'Hagan', 'head', 'security', 'Rajneeshpuram', 'Catherine', 'Jane', 'Stork', 'buy', 'weapon', 'silencer', 'volunteer', 'actual', 'murderer', 'Ann', 'Phyllis', 'McCahy', 'fouhincommand', 'Rajneeshpuram', 'coconspirator', 'Alma', 'Potter', 'Carol', 'Matthews', 'Phyllis', 'Caldwell', 'Richard', 'Kevin', 'Langford']","['Alma', 'Chief', 'weapon', 'Financial', 'Catherine', 'murderer', 'fouhincommand', 'Langford', 'Richard', 'Potter', 'Sheela', 'McCahy', 'Officer', 'conspirator', 'Caldwell', 'Phyllis', 'SallyAnne', 'include', 'actual', 'Kevin', 'Stork', 'Carol', 'volunteer', 'Susan', 'Rajneeshpuram', 'Matthews', 'buy', 'head', 'Ann', 'coconspirator', 'silencer', 'Anand', 'security', 'Jane', 'Croft', 'Hagan']","[('Ma Anand Sheela', 'PERSON'), ('Sally-Anne Croft', 'PERSON'), ('Susan Hagan', 'PERSON'), ('Catherine Jane Stork', 'PERSON'), ('Ann Phyllis McCarthy', 'PERSON'), ('fourth', 'ORDINAL'), ('Alma Potter', 'PERSON'), ('Carol Matthews', 'PERSON'), ('Phyllis Caldwell', 'PERSON'), ('Richard Kevin Langford', 'PERSON')]",dbf00af28f3e64bf7661c480e7b56713_3
03e4cd117f7bc8bbd6b7e62cb8d0d07b,2,"The following day, approximately 100 Serb males were murdered by the Ustaše in the nearby village of Prekopi.",20,"['follow', 'day', 'approximately', 'serb', 'male', 'murder', 'Ustaše', 'nearby', 'village', 'Prekopi']","['approximately', 'murder', 'male', 'village', 'Ustaše', 'serb', 'nearby', 'Prekopi', 'follow', 'day']","[('The following day', 'DATE'), ('approximately 100', 'CARDINAL'), ('Serb', 'NORP'), ('Ustaše', 'PERSON'), ('Prekopi', 'NORP')]",03e4cd117f7bc8bbd6b7e62cb8d0d07b_2
03e4cd117f7bc8bbd6b7e62cb8d0d07b,12,"The memorial museum was converted into a generic cultural institution, to the dismay of the local Serbian population.",65,"['memorial', 'museum', 'convee', 'generic', 'cultural', 'institution', 'dismay', 'local', 'serbian', 'population']","['museum', 'generic', 'population', 'institution', 'local', 'serbian', 'convee', 'memorial', 'dismay', 'cultural']","[('Serbian', 'NORP')]",03e4cd117f7bc8bbd6b7e62cb8d0d07b_12
03e4cd117f7bc8bbd6b7e62cb8d0d07b,3,Estimates of the overall number of Serbs killed from 11–13 May range from 260 to 417.,20,"['estimate', 'overall', 'number', 'Serbs', 'kill', '11–13', 'May', 'range']","['overall', '11–13', 'kill', 'May', 'Serbs', 'estimate', 'range', 'number']","[('Serbs', 'NORP'), ('260', 'CARDINAL'), ('417', 'CARDINAL')]",03e4cd117f7bc8bbd6b7e62cb8d0d07b_3
a59af4fff9a17270fce2288c384f40f7,3,Ağca was apprehended immediately and later sentenced to life in prison by an Italian court.,114,"['Ağca', 'apprehend', 'immediately', 'later', 'sentence', 'life', 'prison', 'italian', 'cou']","['prison', 'immediately', 'apprehend', 'life', 'Ağca', 'italian', 'later', 'sentence', 'cou']","[('Ağca', 'ORG'), ('Italian', 'NORP')]",a59af4fff9a17270fce2288c384f40f7_3
a59af4fff9a17270fce2288c384f40f7,0,"The attempted assassination of Pope John Paul II took place on Wednesday, 13 May 1981, in St. Peter's Square in Vatican City.",31,"['attempt', 'assassination', 'Pope', 'John', 'Paul', 'II', 'take', 'place', 'Wednesday', 'May', 'St', 'Peters', 'Square', 'Vatican', 'City']","['Paul', 'City', 'May', 'Vatican', 'St', 'Pope', 'Square', 'John', 'II', 'place', 'Wednesday', 'attempt', 'assassination', 'Peters', 'take']","[('John Paul II', 'PERSON'), ('Wednesday', 'DATE'), ('May 1981', 'DATE'), (""St. Peter's Square"", 'FAC'), ('Vatican City', 'GPE')]",a59af4fff9a17270fce2288c384f40f7_0
a59af4fff9a17270fce2288c384f40f7,4,The Pope later forgave Ağca for the assassination attempt.,72,"['Pope', 'later', 'forgive', 'Ağca', 'assassination', 'attempt']","['forgive', 'Pope', 'Ağca', 'attempt', 'later', 'assassination']","[('Ağca', 'PERSON')]",a59af4fff9a17270fce2288c384f40f7_4
3842b8a708a3ce47f4855a1ce64febcd,7,The British warships were cannonaded and Duckworth was forced to sail back to the Mediterranean on 3 March 1807.,46,"['british', 'warship', 'cannonade', 'Duckwoh', 'force', 'sail', 'back', 'Mediterranean', 'March']","['force', 'british', 'March', 'Mediterranean', 'cannonade', 'back', 'warship', 'sail', 'Duckwoh']","[('British', 'NORP'), ('Duckworth', 'PERSON'), ('Mediterranean', 'LOC'), ('3 March 1807', 'DATE')]",3842b8a708a3ce47f4855a1ce64febcd_7
e14207ca55f6f9dec781aabbd6b9db14,4,The KLFA failed to capture widespread public support.,21,"['KLFA', 'fail', 'capture', 'widespread', 'public', 'suppo']","['capture', 'public', 'widespread', 'suppo', 'fail', 'KLFA']","[('KLFA', 'ORG')]",e14207ca55f6f9dec781aabbd6b9db14_4
d0fff515b6e78c60746cb9851cf71956,11,"The operative intervention of military firefighters of 'Semenic' Inspectorate for Emergency Situations had saved 20 people, including four children.",86,"['operative', 'intervention', 'military', 'firefighter', 'Semenic', 'Inspectorate', 'Emergency', 'Situations', 'save', 'people', 'include', 'four', 'child']","['people', 'save', 'military', 'Semenic', 'Situations', 'child', 'Emergency', 'Inspectorate', 'intervention', 'include', 'operative', 'four', 'firefighter']","[('Semenic', 'PERSON'), ('Inspectorate for Emergency Situations', 'ORG'), ('20', 'CARDINAL'), ('four', 'CARDINAL')]",d0fff515b6e78c60746cb9851cf71956_11
